text,klasifikasi
sok tau rugi negara kasih tau nih rugi negara bangun ikn anggar nya t kantor jabat negara jakarta bangun nya habis t pikir uang bos suka hamburin anggar dapat belanja daerah negara,negatif
aparatur sipil negara aparatur sipil negara tentara nasional indonesia polisi republik indonesia pindah ikn tunjang huni perintah,negatif
rakyat jawa pindah ikn ikn migrasi juta manusia tiongkok ikn kota ikn kuasa mudah jajah kuasa indonesia rezim boneka oligarki makzul lambat f,positif
anies bicara ikn undang undang tugas lantik laksana undang undang entryurl,positif
jsp program anis lanjut proyek ikn,negatif
kalimantan ikn nusantara transportasi kereta api,negatif
presiden anies patuh undangundang lanjut ikn,positif
ikn undang undang presiden kelak laksana ri semarang,positif
area ikn workplace beda kabupaten homebase provinsi modal uras tabung bujang titik nol berat daku ya bikin sesak,negatif
gagas tarik pindah kota ikn,negatif
menteri kerja rumah rakyat ikn wujud konsep bangun tod sungguh ri semarang,positif
perintah rencana boyong ribu aparatur sipil negara ikn,negatif
nasib ikn pilih anies perintah undang undang mesti jalan eks gubernur daerah khusus kota jakarta merta henti mega proyek pimpin bangsa lantik wajib jalan perintah undang undang,negatif
proyek ikn anies lanjut beda,negatif
ikn ubah iklim,positif
jalur kereta ikn nusantara rencana bangun ri semarang,negatif
jalan tol akses kawasan inti ikn menit ri semarang,positif
waras ikn dukung pindah warga negara indonesia rasa kue bangun rata jawa,negatif
pegawai negeri sipil pindah ikn huni tunjang ri semarang,positif
negara tanggung ongkos pindah pegawai negeri sipil keluarga ikn ajuga ri semarang,positif
logika anies presiden proyek jangka jokowi kritik kadrunakan henti peduli projek jangka kontrak mis ikn normalisasi sungai,positif
mantap maju ikn nusantara,positif
pikir hutang pajak boikot bayar gara gara jabat hidup mewahproyek kereta cepat ikn kelarcapres tambah periodemasalah ijasahruwetruwet,negatif
fokus ahli gagas kota presiden insinyur soekarno presiden jokowi sanggup eksekusi iknanda dokter ya,positif
ikn sesuai,positif
sukses meratasemua profinsi bangun ikn ya,positif
bangun markas kodam ikn center of gravity cog,positif
ikn bangun terjadikami survei pantau,positif
jalur kereta ikn nusantara rencana bangun,negatif
ikn ya ganjar sih terus juang ganjar,positif
tau super dahsyat teken proyek ikn x hebat,negatif
pecat aparatur sipil negara ajak pindah ikn masyarakat indonesia ganti,negatif
lupa ya ikn baja cepat,negatif
ikn nusantara kereta cepat kontrak eh iya rupiah,negatif
ikn amp moto gp ya,positif
revisi undang undang ikn presiden pilih wajib lanjut bangun ikn,positif
jakarta dada ikn paksa,negatif
salah anggota aparatur sipil negara resah gundah pindah kerja kota negara ketidaksiapannya pindah ikn,negatif
ambisi jokowi bangun ikn korban penting rakyat said didu heran subsidi pupuk,positif
ikn kota ngayogyakarta hadiningrat,negatif
bangun ikn jalan lancar ganjar terus,positif
hebat rawan pro gp dukung penuh ganjar pranowo presiden ri lanjut program bangun ikn deklarasi kalimantan timur,negatif
anies baswedan ikn amanat undang undang tugas lantik jalan undang undang,positif
insya allah ikn kadrun awas ya kejang kejang surup,positif
ganjar terus bangun ikn,positif
bangun ikn lancar terus ganjar,positif
bpkp kalimantan timur gelar fgd progreshambatan atribusi dana perintah daerah bangun ikn samarinda rangka dukung siap bangun pindah ikn bpkp kalimantan timur selenggara forum grup discussion fgd,positif
jebalan batman kereta cepat ikn banget,negatif
ganjar pranowo sosok pimpin lanjut bangun ikn sih,negatif
ganjar sosok terus bangun ikn,positif
anies baswedan janji lanjut proyek ikn menang pilih presiden,negatif
keren ikn nusantara kenal helat,positif
dukung ikn nusantara maju bangsa indonesia,positif
presiden bangun pusat latih training center kawasan ikn dukung persepakbolaan indonesia presiden delapan lapang sepak bola,positif
bos hotel wilayah ikn panen duit nih bukti,positif
anies baswedan lanjut proyek oligarki ikn program jokowi,negatif
masyarakat kalimantan timur terima kasih presiden jokowi bangun ikn nus iphone polrestabes medan,positif
presiden tinjau lokasi istana presiden wilayah ikn kabupaten najam paser utara kamis beliau optimistis kawasan istana presiden raya ulang merdeka ri agustus,positif
bangun ikn indonesia,positif
pilih beli mobil listrik pindah ikn lebar jalan tambah transportasi publik prioritas nasional,negatif
calon presiden cerdas bicara dasar ilmu salah ikn salah presiden,positif
andriana r sibuk bangun ikn,negatif
menteri kerja rumah rakyat ikn wujud konsep bangun tod sungguh,positif
bangun ikn moga jalan mulus,positif
mari kawal ganjar ikn,positif
macet selesai pindah ikn ya kawaaaaaannnnnn,positif
optimis maju indonesia bangun ikn,positif
bangun ikn presiden optimis proyek bangun ikn jalan sesuai target tetap presiden proyek bangun ikn proyek jangka pendek makan bangun,positif
dukung bangun ikn,positif
undang undang ikn cacat hukum,negatif
wujud ikn bentuk maju indonesia,positif
progres pembaguan ikn,positif
jakarta kota pasti negara kacung republik rakyat cina negara tiongkok ikn jalan ikn miliar tiongkok usak rusuh orang orang rakus negara kacung negara,negatif
dukung pembaguan ikn,positif
ikn nusantara,positif
majelis musyawarat rakyat pphn lanjut bangun ikn,negatif
bangun ikn dampak bagus masyarakat,negatif
bangun ikn tuju bagus negara,negatif
sukses bangun ikn nusantara,positif
muncul sesar lewat pulau kuril jepang korea utara korsel rep tiongkok tiongkok hongkongsampai titik nol ikn,negatif
ambisi presiden jokowi bangun ikn korban penting rakyat said didu heran jalan jalan bolong subsidi pupuk hilang,negatif
sukses pembaguunan ikn nusantara,positif
ganjar maju indonesia terus bangun ikn,positif
chotimah rumah susah ribet renovasi rumah bangun rumah apa ikn simpel ngerjakannya dana mau,positif
bantu proyek ikn min,negatif
mt komisi berantas korupsi bicara uang curi curi komisi berantas korupsi masuk angin bau,negatif
dukung upaya perintah bangun ikn jokowi basuki hadimulyono terwujudjakarta kota perintah negara sumpet macet perata bangun wilayah indonesia,positif
ikn jokowi dokter tifa rakyat kota pindah baca lengkap,negatif
haha amyar gera ubah manis ayo tolak ikn partai adil sejahtera tolak partai adil sejahtera pengaruh manfaat,positif
ikn nusantara kereta api bangun,negatif
transmigrasi bedhol desa ala ikn fasilitas tumpang balikpapan daya tarik orang pindah,negatif
riverheaven ikn lolos uji amdal nyinyir ikn amdal bahas rusa lingkung hidup,negatif
wkwk alas nya gakda sekolah perintah buka sekolah ajuin mutasi ikn sadar santai,positif
bagus deh dukung program ikn,positif
heran sih pindah ikn sepakat resign ribet hidup,negatif
yuk deh dukung program ikn baik negara pasti,positif
duit pajak anggar dapat belanja negara sejahtera rakyat pakai bayar bunga utang perintah mega proyek perintah proyek infrastruktur karuan presiden biaya modal bangun ikn subsidi insentif mobil listrik orang tax amnesti tax holiday orang kemplang pajak,negatif
bangun kodam khusus dudung timbang tantang ancam timbul desain pintar defense selaras ikn bas sistem perintah serba modern,negatif
dukung ikn wujud indonesia sentris,positif
prestasi ikn nusantara bangun,positif
ababil janji menpan ribu kakak ikn nya,positif
dampak bangun ikn usaha gali c donggala tingkat,negatif
ikn nusantara citra positif indonesia,positif
ikn bawa harap positif,positif
anies ikn undang undang presiden kelak laksana,positif
sepakat ikn sumber ekonomi,positif
hambalang buka susilo bambang yudhoyono duduk singgasana korupsi kader dukung susilo bambang yudhoyono ikn temu korupsi langgar sila lapor,negatif
aduh suruh handle hidrologi ikn sih erti,negatif
ikn heavy rotation,positif
selamat ikn the next jakarta surga kaum urban mana warga asli minoritas bangsa indian as amp kanada aborigin australia,positif
saran nih ya pindah ikn mending monyet makan nasi tinggal petik pucuk ekaliptus buah akasia karpa,negatif
waras solusi bangun ikn,positif
jebak batman ikn tambah utang ratus triliun desak utang tumpuk anggur bejibun ekonomi roket,negatif
ongkos aparatur sipil negara pindah ikn tanggung negara keluarga bantu angkut baca lengkap,negatif
prestasi jokowi urus ikn,positif
kemenhub buka buka bangun jalur kereta api ikn,negatif
kerja rumah rakyat ikn wujud konsep bangun tod sungguh,positif
hebat rawan dukung ganjar yamemang ganjar wujud bangun ikn,positif
ganjar lanjut program bangun ikn,negatif
tunjang juta bulan suami aparatur sipil negara pusat maulahhahaha lumayan biaya bikin startup barumana kantor gratis ikn,positif
jambi pindah ikn,negatif
back layan ndon kali percaya ikn benar,positif
maju koalisi ubah moga solid ikn anies agus harimurti yudhoyono,positif
id program luas niaga eropa one belt one road indonesia salah negara kalimantan jalur niaga jalin kerja merekajadi ikn proyek oligarki salah pusat kota perniagaanya,negatif
menteri hubung ajak investor jepang bangun transportasi ikn nusantara,negatif
ikn ya lae,negatif
jebak utang ikn diam,negatif
coba kah ulas kertajati kakak sepat jakarta bandung ikn jabat duk,negatif
nama pindah tinggal rumah aset pribadi ya wajar pmth kompensasi istimewa suruh pindah ya ikn hidup jamin pindah logika cerdas,negatif
ikn nusantara jembatan emas rumah,negatif
pindah ikn kalimantan timur anugerah,positif
ikn dorong daya beli masyarakat tumbuh ekonomi,negatif
proyek ikn nusantara adhi karya incar tambah kontrak rupiah triliun,positif
baik ikn nusantara tingkat ekonomi kreatif,positif
id konon,positif
alas utama bangun ikn perata infrastruktur ekonomi,positif
ababil pindah ikn tukinnya tara tukin direktorat jenderal pajak bil,negatif
dukung ikn nusantara,positif
menteri kerja rumah rakyat ikn wujud konsep bangun tod sungguh,positif
ikn jelek anies pilih presiden anies jilat ikn wkwk dasar cundang anies bangun narasi citra tipu anies busuk,negatif
utang iblis firaun triliunhari rakyat peras pajak rampok korupsi besar es donjer proyek iblis jebak ikn kereta cepat bangkrut anggar dapat belanja negara,negatif
aparatur sipil negara tugas menteri pusat daftar pindah ikn,negatif
minimal jokowi sukses bangun tenda kabin ikn lumayan sewa bang syuting film horor judul knock at the cabin,negatif
orang kaltum pilih partai adil sejahtera satu partai tolak ikn,negatif
kalimantan timur pilih partai adil sejahtera satunta partai tolak ikn,negatif
ajay devgan ilawa sab,positif
kantor pindah ikn mending resign,negatif
masyarakat percaya lanjut ikn asuransi aia twitter inka nomor haechan gelora konser pika formula e sheila dara maret hybe protect rm,negatif
jae ikn and pti,positif
moga ganjar pranowo maju pilih presiden presiden ri terus bangun ikn jadi indonesia maju modern,positif
sisa rezim orang pintar pikir x bangun ikn faktor infrastruktur amp sumber daya manusia gampang bro bujuk juta aparat pusat plus keluarga pindahl darmayu,positif
partai golkar presiden lanjut bangun ikn,positif
rumah pensiun belau kawasan ikn seengnya kasih contoh biar fannya nyontoh,negatif
hebat banget mbak ganjar pranowo sosok pimpin baik beliau dukung bangun ikn beliau ikan indonesia maju modern,positif
ikn ngoyo woro,positif
ganjar pranowo sosok pimpin baik dukung bangun ikn indonesia maju modern,positif
ah better blok siap mention pasal bby natural killer kwen missed ikn will baru,negatif
strategi indonesia bangun ikn tengah krisis ekonomi global,negatif
ya ikn,positif
aparatur sipil negara enggan pindah ikn manusiawi sih coba suruh pindah kepala desa kemarin jabat dukung segera bangun ikn jamin hidup jabat lumayan tolak,negatif
seminar nasional selenggara universitas jenderal achmad yani pagi gubernur lemhannas ri andi widjajanto rawan tahan ikn ubah gelar tentara nasional indonesia,negatif
sahabat tannas bangun kota negara ikn niscaya butuh transformasi gelar kuat tentara nasional indonesia center of gravity perintah geser jawa kalimantan,negatif
hayo anak seni art suruh ikn,negatif
ikn gairah harap gagas pimpin ubah nyata pro ikn kecuali ikut bacapres bicara ubah,positif
ketua sosialisasi sekolah sepak bola lapbolaikn mabuk partisipasi aktif id grilya cari nobonk main medan legenda tau dahpening dengar ikn,positif
lihat ikn hun sanggup kesana pakai aparatur sipil negara ramai,positif
menteri ppn kepala badan rencana bangun nasional suharso monoarfa orang aparatur sipil negara tentara nasional indonesia polisi republik indonesia pindah kawasan inti pusat perintah kipp kota negara ikn nusantara,negatif
heran gilir uang milik nasabah jiwasraya menang inkracht kembali nilai banding biaya ikn uang milik kembali,positif
coba cek projects ikn penuh syarat amdal lingkung gudang oksigen hilang drastis protes organisasi lingkung hidup,negatif
ikn ilebih harga guru honorer,positif
proyek kereta suntik anggar dapat belanja negara proyek bandara suntik anggar dapat belanja negara proyek ikn suntik anggar dapat belanja negara proyek mobil listrik suntik anggar dapat belanja negara kaya hasil rakyat bangun tidur pergi bayar pajak suntik racun kampret,negatif
stop ikn sejahtera rakyat utama,positif
anggur rebak miskin manamana didik mahal sehat jangkau izin ikn rakyat rakyat sepakat,negatif
mari lihat untung proyek ikn pasok listrik nya kapling lahan dsn asai taipan,positif
anies malu alias ahlak,negatif
harap rakyat capai ikn mudah bangun cari mohon dukung warga mudah harap rakyat wujud,positif
nuno peran partai dewan wakil rakyat revisi batal undang undang ikn realistis harap masyarakat,positif
butuh masyarakat cukup ekonomi cukup papan cukup sandang didik jangkau sehat masyarakat butuh ikn megah tol labuh bandara butuh,negatif
ngebet banget tetangga ikn jokowi penuh janji presiden,positif
dukung ikn kota dunia,positif
ikn mandeg,positif
anies baswedan lanjut proyek oligarki ikn program zalim jokowi,negatif
ikn jebak akhir jabat,negatif
panick calon anggota legislatif ikn,negatif
tunggu ikn rampung nembe garap min duite gek difokuske bangun ikn,positif
ikn maju indonesia,positif
jatah tanah ikn,positif
ikn kalimantan daerah bangun rata jawa kemarin bicara makan infrastruktur butuh,negatif
bangun ikn sempat berkarir kalimantan,positif
ikn nusantara tumbuh ekonomi,positif
ikn bawa untung,positif
dokter tifa nyinyir proyek ikn bangga jokowi kota pindah,negatif
dukung kawal ikn,positif
dukung ikn tokoh masyarakat,positif
sabar ya fokus ikn kcic xixixi,positif
pindah ikn maju indonesia,negatif
ababil pegawai ikn,positif
salah aparatur sipil negara menteri jakarta selfy berat pindah ikn turut infrastruktur ikn pada sedia fasilitas sekolah moda transportasi,negatif
gigin babat hutan ikn,positif
proyek ikn benerbener ambisius banget sih target selesai gokiellllll,positif
ikn nyamuk ular bisa,negatif
torang dukung bangun ikn nusantara,positif
ikn dampak positif,positif
ikn nusantara mimpi ya salut banget sih,positif
presiden jokowi teken atur mudah usaha ikn,positif
bangun ikn dampak positif sejahtera masyarakat indonesia,positif
nasib bangun jalan tol ikn nusantarabalikpapan akses karang joangkkt kariangau,negatif
